transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
0,8972,1950,2997,0,10179
9972,1990,6000,1650,18508,2598
19553,0,5097,13718,11847,10991
12876,1197,12460,15951,12544,9696
9380,21402,11393,1595,8960,19384
10868,600,6796,2598,15677,7846
0,0,11857,0,6080,0
0,9846,23929,10755,499,9299
1598,2799,8377,0,6840,0
10950,3897,7096,0,0,4796
0,21338,14652,4696,0,14080
7960,0,4588,0,9068,0
0,11963,0,0,0,2797
0,2598,3397,0,796,10396
13294,2000,22034,4098,10397,11490
0,8146,12008,950,12470,20306
13389,7990,1099,0,15296,0
5445,0,24623,0,10055,18553
0,9975,5496,0,15837,18063
3289,799,16872,0,6000,20556
3197,2195,23382,4800,0,0
22844,0,6600,4044,0,8795
9766,1898,1449,0,11067,6191
0,9888,0,7995,18016,0
17544,0,7972,12615,4099,14994
12791,0,9558,0,6578,0
9491,3346,1500,500,0,10800
13992,0,7696,199,5285,11156
0,6993,11256,13930,0,0
5697,650,21063,18055,600,2697
15361,4938,10791,9193,2000,3195
9685,3397,5847,20014,0,12476
6380,0,16676,4500,3150,8397
2698,5592,0,5496,5000,4500
13449,10584,5791,10455,6450,9044
14555,2098,21274,17932,10442,8679
6150,12488,15436,2095,150,0
199,1598,3895,17543,12284,10630
0,14671,11076,25856,15142,9150
12903,14994,2246,5799,6972,0
6096,11891,5395,1197,1097,1099
0,17788,7243,0,22352,0
10993,6470,0,8578,6374,8756
7739,11900,21264,16456,20727,8346
7991,7044,0,8597,10387,0
2796,11039,10128,2490,0,11392
0,597,1500,5379,7878,0
10567,0,15837,17816,12193,6598
10193,0,5992,0,2394,7945
10794,10364,7895,14858,9766,0
9466,4787,0,2100,12740,6430
4693,28203,4999,0,0,6028
10155,8344,0,14052,597,2795
6498,2548,7893,1500,3996,0
13884,7785,8000,4748,8391,0
7783,2645,7882,0,0,13110
11404,8358,6683,7186,4495,12494
10294,0,0,5598,9082,10777
10090,2398,12269,13186,23688,2397
9867,0,0,5796,349,1990
4297,3799,6000,15108,6600,8759
3598,11170,0,10794,16006,13442
8588,10364,0,15634,16037,8196
0,21259,9394,1197,0,9166
17547,0,9196,0,0,1896
9962,10749,0,14186,16250,1598
0,11490,2796,7219,0,0
0,3197,6992,6450,9328,12939
4097,6944,799,0,0,0
0,0,0,15760,0,9607
0,6878,8759,1699,9377,9868
8887,10950,11888,0,11133,7345
3593,199,796,5594,15682,4799
11924,14864,0,21848,4988,0
0,9773,4600,23996,9236,19948
0,7891,4197,7793,13467,14697
1500,6199,12208,10842,5399,0
5593,3000,199,5480,10093,1500
12588,799,10358,12463,0,2598
5980,12190,2000,1898,19043,4494
7970,0,1393,6398,7266,14113
12255,8970,4546,6992,799,0
3000,0,0,0,13164,0
30111,20508,17136,6588,0,2397
5986,5299,3388,18985,14392,7676
2000,0,3597,12392,0,18835
3150,7595,12992,17853,0,20004
7000,0,4396,0,13759,13583
8492,5450,15980,8906,15590,24153
0,18476,2098,24888,7995,9486
0,11786,0,9496,0,0
0,998,6570,10397,4947,0
8076,24002,2598,3037,597,998
6580,1650,799,0,11866,0
16341,0,3398,15494,16633,6729
0,22152,13258,15395,0,21395
0,3248,12495,0,7097,13379
0,13745,3348,0,0,0
12857,6769,0,3199,11094,8000
19462,18105,11108,5196,8294,8560
10543,0,12155,4495,0,10410
10044,13294,10588,1000,13346,11970
9340,17863,17435,7626,5345,0
2994,7336,3992,3980,2097,14592
0,5487,12333,6696,17614,2696
4294,13166,0,4098,4580,2296
0,12708,13070,2746,9828,0
8673,13990,0,0,5896,8088
10192,0,800,0,3196,0
17848,3898,1449,9799,8489,0
0,6766,2999,7777,0,0
5970,8598,2150,0,11395,8897
0,10296,11445,19453,14653,9990
1950,0,6920,19021,0,2098
0,3397,12156,3000,9489,0
4295,7931,2000,14656,3187,19975
12897,16257,13239,4179,12156,3000
12147,0,3980,15650,0,12818
7722,8692,8275,6668,0,17696
0,2897,11759,8892,9537,796
4179,10249,11594,1598,3897,12787
8132,5296,5440,0,1599,4395
0,0,11018,10395,0,13776
3545,19166,2799,2547,14587,5445
8446,19448,10887,0,0,15714
7191,11194,0,0,19249,18763
2000,0,1749,17178,7197,3846
0,16675,15307,12448,5299,1598
11667,9346,0,4296,0,8748
4500,18425,0,7700,0,21054
0,0,9720,0,2397,7195
0,8275,0,13995,3248,21219
10432,3300,3196,0,1299,0
5995,0,0,0,3397,0
199,0,2547,5995,3499,4394
11564,21558,0,2450,3980,5197
0,0,7094,9397,0,4500
22115,19811,3897,0,7982,1990
1699,13877,3196,349,2894,6078
3888,28318,4500,13445,18164,13890
0,17514,13253,8844,2396,6592
0,4146,8898,4495,4094,0
0,0,799,6000,22164,0
10972,3799,4094,6893,8994,0
0,2797,8718,16363,6319,0
6098,6950,2598,5970,0,0
5196,7093,0,3990,8279,8889
21776,150,13604,9141,9090,10280
10257,12728,0,3193,22508,0
0,7197,0,3598,16093,16778
0,6498,6600,8578,10329,0
0,16354,23406,18743,16357,10493
1150,0,150,13156,15858,0
3940,6646,0,0,2294,14408
11166,4447,6295,3396,12156,10691
14943,12858,2789,16553,10797,2949
7837,11787,3799,20552,14964,21834
19553,0,0,11924,14166,4699
18263,0,0,9196,6698,7978
7960,0,20955,10082,0,5970
13660,2499,0,6827,2097,11422
7695,5976,3450,11574,7096,8568
6745,8190,0,0,0,11379
600,10245,0,8593,16714,12794
1000,4495,0,10135,21931,0
7498,0,9980,14043,16367,0
1898,12460,15187,8759,8122,0
0,796,0,6950,3000,17712
0,0,1299,1598,1299,11507
5783,9690,11263,7193,0,10271
4577,398,17766,3597,0,6548
2896,0,9196,5093,0,0
21157,25553,14958,0,6150,0
11665,11539,0,8560,18855,0
6000,0,4500,8689,6980,8086
12846,6794,3640,6686,0,9420
3047,9560,0,9097,13269,8707
24619,24093,8297,14150,8377,597
5630,6827,7686,5297,0,0
10317,4497,9893,6490,150,0
10390,28213,4047,13792,150,8271
0,2000,597,6499,7595,14195
8630,0,3598,7186,0,4699
10660,398,11713,0,15856,13054
10743,0,2799,0,0,0
8958,0,23463,22616,0,0
300,10007,0,2748,0,0
1500,0,5749,24422,12332,0
12297,21754,5000,0,10357,0
6120,2799,2397,4748,0,10044
10469,0,600,14340,6696,23664
0,3193,0,2300,18611,0
0,5097,4295,9259,0,17694
4992,9960,18209,0,4384,0
18681,796,0,9883,0,9000
0,14015,13186,13623,10397,0
9583,5897,0,0,0,848
4890,2098,0,13392,8065,0
10191,22365,4497,8673,5595,13756
500,796,5296,7176,0,800
15500,20452,4384,5596,7960,8379
3980,8897,18546,600,0,10857
3397,0,11964,7800,897,0
4797,16456,22682,9590,18532,2749
0,15240,12392,15053,10557,7395
5994,12680,14794,1800,11287,3490
15769,15359,11086,6093,14193,0
8090,8727,0,0,6544,15950
12506,4500,0,19740,5970,10178
2296,0,8799,4486,9317,9294
19047,10794,0,13496,0,0
2596,1150,0,0,1347,4193
6398,8741,0,0,6169,6494
6000,6594,10197,9420,6570,600
0,6368,9165,4595,0,0
500,5394,11397,22762,0,23249
3000,10920,7192,8444,6496,5987
10064,0,0,4598,6495,0
0,17863,0,6000,0,12776
10738,0,4580,15553,18074,6945
0,8683,14356,5373,5397,16303
0,8450,0,0,8117,19150
6598,0,9276,0,11306,10374
8792,9593,6745,5287,4341,14971
19551,0,23278,398,796,21166
1990,7293,11480,4295,28122,10393
23420,13875,0,10280,11475,0
0,15751,10387,15536,1348,6643
7339,0,11086,14506,5887,12342
799,13472,0,9678,1197,0
7497,6642,2598,10693,3996,7786
5098,4545,0,1797,0,15361
4094,0,3195,14591,7277,12657
600,4387,0,11578,10425,16803
5196,10598,0,11489,16463,13995
0,949,11158,13060,3197,597
5293,0,0,20675,0,3000
19254,4800,7569,5994,7244,4547
7284,0,3796,8696,8397,0
7747,4795,1598,8593,11656,0
5679,3490,12867,0,3198,0
7866,2746,3048,11757,2697,2598
1498,17894,199,4387,7590,14362
13154,7272,5894,1898,9691,2296
10225,24612,17487,0,450,26435
4098,10363,5394,8987,3600,18725
12656,4049,3198,7495,3294,898
9874,0,19959,6980,1396,0
0,7524,0,8970,0,9269
13892,9691,16292,3598,10174,19254
7439,4800,0,0,7038,1699
0,26752,5897,2894,15668,11196
8199,14666,5226,0,5796,10583
6570,5876,0,10692,14355,0
11245,0,12342,0,5970,11564
9760,17549,698,0,5143,8626
19145,2098,15794,12000,11659,6199
6696,9176,8459,14648,7960,8517
8195,300,12567,5129,0,16161
4776,26425,1500,18352,9246,14900
4799,0,3196,11757,0,4500
24024,24547,3198,6025,3187,7985
7176,2749,500,13794,796,0
16250,0,0,0,28786,1448
0,11557,0,2098,5696,5293
7146,10374,1500,2000,9209,32988
0,0,15913,13442,0,1494
10966,18889,18656,12063,0,0
0,2799,0,14763,11480,3496
0,0,13397,0,8144,11893
0,11986,3900,6349,9587,0
0,13437,8410,14367,4787,0
17855,0,0,21358,10357,18280
8392,16978,6649,14272,5799,10176
12588,8196,7794,8358,0,0
10400,0,0,0,4497,4800
2397,3000,0,6897,12286,0
3000,6734,14626,20332,10218,3338
0,7480,12495,0,14824,1990
0,1398,1950,12482,2596,0
13784,9367,14255,9790,5145,14390
2095,10254,6048,0,20961,10397
19081,0,0,13166,12291,4990
0,5897,7592,7776,11533,11518
1650,5896,14014,13325,0,9460
11963,1498,14865,8673,7960,8897
6799,12887,2000,3150,7696,18750
9424,11159,2996,1796,11340,1595
2150,4295,0,10995,2697,6192
7629,0,23957,4098,500,0
4599,2639,3249,11342,2887,1396
3246,9460,0,0,2397,0
6786,6594,12950,6996,7696,10937
2795,2299,2296,8799,0,3647
12294,6496,796,12792,0,9987
2897,7944,9379,19759,13451,16269
0,3397,10446,0,0,24448
0,12699,7387,0,6567,9564
6636,9767,2500,7550,0,2048
1096,0,0,0,2300,8198
9264,14457,8547,4500,7796,4087
5226,4800,16280,0,2587,0
0,4994,8075,0,0,10086
12769,3980,0,7098,398,7795
8241,0,3000,7676,16773,29214
3196,0,0,8159,4441,0
17394,17775,2997,9588,3000,5196
12980,8397,0,3098,4494,0
0,0,0,6294,7098,6198
0,10666,4387,10786,12087,10588
8759,7896,7696,22153,23303,16846
0,0,17752,2100,8888,0
23933,8000,5646,9679,5496,17716
3897,0,8309,10497,0,3897
0,15790,12457,600,14358,3897
0,10127,10166,3000,796,3489
9897,15059,0,6995,10991,8588
21044,1000,3197,15555,0,19799
18053,6000,0,0,7695,0
0,6193,4795,7443,0,15666
14947,1598,2450,10495,7995,8970
9347,9583,0,0,8567,2248
4130,7869,8080,5545,13455,2789
6996,0,12023,12925,6543,0
2140,4378,21653,0,5450,8244
10960,8996,8593,3995,11167,12266
0,1598,7470,3193,14593,0
17254,11446,0,0,10937,0
300,7096,27450,0,7892,19412
22443,5592,11658,6297,4598,0
14689,0,9483,6041,2848,4844
0,20420,3047,0,0,3980
14073,0,9980,3195,15405,11570
8696,0,9497,9086,17077,0
0,19376,0,0,4990,20004
13464,4098,11155,0,10387,12246
0,12780,0,14766,7868,10593
16037,9190,0,10037,10792,0
16743,6293,10920,11895,14454,16397
7394,7047,5279,17723,0,0
13256,4930,9570,7094,9844,9492
4978,0,7269,2198,3897,11357
0,19750,2894,14153,11832,1299
3196,1598,10221,0,19103,13344
0,0,0,0,3192,20186
6199,11800,9960,0,8955,6095
26293,10558,17915,3996,11975,11594
8093,13358,4598,3689,23374,18122
0,1000,13060,14358,8490,4130
15653,398,8410,0,150,500
2150,14134,17073,0,12487,2600
0,4000,12548,20059,13266,4038
0,0,17556,9086,15488,4791
6590,4794,11493,0,0,12460
1546,0,14949,11691,1498,15991
19660,199,0,0,14547,8542
1500,7485,9789,9789,0,6578
18331,0,0,21626,13636,5196
6980,7598,1990,10497,7269,14557
0,0,19187,5950,0,15106
0,0,0,2000,3546,450
17705,4097,9218,150,7090,0
16075,0,2799,2000,10568,8384
11764,18337,8093,2697,12733,0
0,4495,25634,2600,8995,22459
12995,5844,3696,0,799,13004
796,17369,0,11900,2097,4996
2249,0,2296,9974,0,0
18439,0,0,3980,8980,18347
20689,5000,16271,2800,2000,8960
13168,0,7898,3600,16297,22530
0,0,5995,3397,0,0
0,15475,0,9495,199,12392
14869,26879,897,9959,15357,10596
11655,7920,15593,0,5397,8662
4797,1299,5296,0,10693,4098
0,9356,0,0,10082,16965
2000,800,0,6196,8659,22224
7643,27650,17954,0,11068,8557
6000,8940,4196,13779,7598,14563
13558,1299,998,2545,7047,0
8095,27365,450,12794,15892,11460
10086,10112,17153,0,15192,0
8593,1396,500,0,1949,16072
6097,0,6766,0,0,7568
7990,0,2000,11598,4497,0
19172,0,7342,0,14453,19085
9094,398,12558,0,16758,9132
12272,0,0,11416,0,7098
19930,17817,9574,3450,8480,1598
3197,12990,21703,0,0,6796
2997,22749,8970,0,0,8480
11517,8358,6841,3000,16264,6990
20451,8985,0,950,13244,18975
2140,9950,1299,8885,12384,24722
4738,0,8097,3694,17090,0
4800,8958,0,12439,0,10848
0,10354,4442,0,0,0
10480,8589,12578,0,10770,5993
15210,0,2498,0,6777,17668
14455,0,0,1899,11171,7593
5793,3799,0,12193,15754,12683
0,13591,150,4687,10827,10744
0,600,11195,0,0,0
4987,10945,3196,13993,3799,3597
14166,0,8466,7250,2098,0
10032,6790,0,0,12139,18553
4887,796,20040,0,2348,5486
0,9722,4099,0,8593,0
19936,10905,8084,4696,19322,19764
0,4295,8137,3299,5495,8495
15852,796,8075,23512,21962,10465
23652,8348,2448,7244,5897,0
5992,0,7399,6196,9847,6796
8796,21826,8842,0,0,0
0,4995,1996,0,2847,12893
548,1598,5946,8495,17395,11627
15394,3980,5592,0,12465,349
0,0,10066,1000,799,0
1898,2348,0,0,3980,0
0,0,0,0,5397,17542
22754,11756,10346,7269,15773,8474
17347,17900,0,0,0,21050
0,0,2294,14058,22020,16171
9878,300,9687,499,6044,0
0,1990,0,6145,18656,11630
0,10097,1500,0,11387,0
450,10533,2794,8997,14851,10766
0,0,12875,10592,2094,199
10263,4898,1500,8295,0,8295
26441,0,14554,16442,2300,11566
6478,4895,1500,0,15573,0
0,1000,1000,0,9042,5196
3950,4546,15596,13156,20256,18203
12563,3897,9773,10299,8970,15990
11276,4598,0,9650,7696,5970
14965,450,1745,6297,1000,17656
2797,15450,4098,10444,16658,11495
5388,0,4797,7730,0,0
0,450,14661,13691,17608,3897
6294,0,0,0,6990,10491
10712,3796,0,7897,19377,11746
1348,7600,0,9683,0,13156
2446,5599,11872,0,450,6420
0,3897,1500,22860,9543,5186
6897,0,3498,0,16837,2789
0,150,6270,4693,8696,5397
1500,0,6950,14791,21136,398
0,9093,1598,14191,0,12357
1000,1996,0,0,0,0
8994,3444,5045,12327,11490,16284
0,14903,0,5596,2397,13357
4779,0,18110,0,0,19486
8196,7498,7794,7878,5279,10807
199,11281,8970,14264,3196,0
9646,12667,8449,0,12794,3196
15325,10367,0,3298,14807,9077
12659,9868,8297,0,19956,5789
398,0,3980,4898,10491,9090
2598,0,0,199,5299,0
6095,6944,24341,11446,6095,2092
0,450,5597,28624,0,5047
9491,0,19734,0,13575,2899
0,22355,0,6444,2949,6391
500,8223,8967,14460,11879,12199
16730,0,0,15851,1396,2397
5595,16120,3745,796,4193,9750
0,16274,0,19161,18437,13078
11095,11166,7196,17255,600,0
14496,11656,9991,0,5799,3196
0,796,15856,0,16288,9394
15886,11244,2598,0,8460,0
1500,8593,23540,11186,3098,0
0,8296,0,11592,0,5296
17636,19149,7288,7645,0,0
0,11814,1597,11260,150,1500
21865,8794,6096,18794,7196,15179
12294,15780,8159,8889,15156,0
21456,0,9398,14367,0,14960
18203,2547,6696,3595,0,4347
10387,7528,5694,27754,5198,6500
0,9892,12725,6536,7960,0
0,8144,9769,10599,29337,0
10246,8195,8392,15274,4498,11950
14036,0,0,0,14759,5887
0,0,20390,10591,0,6766
11689,9279,0,9867,4776,9555
14943,0,8960,10960,0,13762
0,19849,5196,8542,9610,19759
0,3800,9375,8068,3150,24016
5976,0,6993,8187,2597,6993
0,6593,0,12192,15682,4589
0,3490,11196,5636,14789,13450
0,0,7869,5146,0,0
0,0,7048,19459,597,5940
3346,20548,2397,4693,15894,0
14564,0,0,0,1500,10577
5693,7875,0,5100,2598,25681
8898,0,3545,10058,0,0
11156,16396,11120,10314,199,5997
12540,4779,12724,9458,2898,0
9323,5837,3394,500,0,0
8570,7791,600,11178,17994,0
0,3398,799,6175,6745,3992
0,0,18439,3796,10158,0
4780,0,11491,0,0,0
0,8589,13554,6578,0,11616
21905,0,5646,2440,9246,5740
3697,9409,0,18128,5796,15228
0,19892,7291,4347,5000,1246
500,20743,0,22540,10142,1249
0,9975,14337,13102,17090,0
3490,5449,4897,4197,0,0
4592,13817,199,10293,0,4650
0,4096,9897,0,8893,3196
8835,7269,150,19520,9095,9426
6193,15590,0,3696,17868,7186
15867,2297,3693,21963,1450,15586
10084,0,6600,7697,0,13044
13265,0,5296,8489,10795,13666
0,2397,6500,12078,8096,4439
0,5048,0,5095,2100,13316
0,0,29915,14958,0,12888
2490,0,5779,16961,5950,10836
11766,18653,9410,2494,799,9594
10138,11196,8190,11089,0,14398
3687,11394,7394,3898,0,1746
2897,17762,0,7093,15945,5496
4887,0,0,4038,16716,19121
10889,0,4397,300,0,7794
12273,7696,7244,10291,15546,7960
0,10524,3980,0,0,9980
18342,747,0,0,0,9867
7960,8598,3600,0,14857,8986
0,12094,18553,0,1296,1096
7446,11962,0,4430,9269,16403
0,796,0,0,3786,4794
2797,18612,0,0,8995,4094
10669,11539,12988,14624,7896,4197
9196,11593,6877,0,6177,23156
12975,2388,150,5446,0,796
796,13981,8380,5496,0,0
3239,10960,5584,2097,12462,1699
2797,13291,11481,1145,9196,0
9526,7877,15067,0,2490,1246
5185,0,11207,4592,0,2598
20944,0,0,0,0,6244
0,0,1595,5291,10819,0
3098,13543,7580,10898,7697,0
19351,4789,2796,7578,26161,0
1450,1896,6196,11507,8444,8093
9916,6398,3698,8586,13425,2000
4295,0,11176,4196,5295,3980
597,13192,17301,3100,13753,0
22716,9558,0,12975,2195,0
9267,5789,19851,3600,15962,949
0,4495,0,9610,16872,3897
2388,15870,0,0,2500,13921
18741,8900,0,13456,0,3047
8867,0,500,4343,8777,20194
150,19722,2000,300,4393,3397
0,8960,16955,13770,11491,0
9624,0,0,19295,0,19392
6592,0,7643,450,0,600
1950,5970,14306,8995,12989,8980
11193,11166,5598,6450,3596,11059
12774,12711,23733,10660,3889,1990
8177,32055,7024,0,1990,5596
0,1990,5150,4197,23283,1598
4992,5480,7726,5970,17160,0
3098,0,11465,9636,9877,8410
7093,8290,8346,1799,0,4043
6346,16899,0,9445,7397,5196
9570,13190,6319,17554,4598,13581
6586,9883,0,13116,12120,0
5079,0,1849,17313,13054,0
7980,13283,14816,2498,0,3245
11970,9157,2450,0,14565,0
1800,2298,5684,6078,11790,5397
2098,0,3395,17993,0,7960
16287,3897,13115,4693,3249,7299
3797,0,0,18362,7167,0
9925,2398,13293,0,9356,0
8096,2397,10256,0,19587,0
13981,0,0,7595,4344,17488
12545,0,23731,8176,3544,18539
4383,18496,2737,0,450,9295
0,7998,3897,9259,0,398
0,0,3897,10000,9083,14562
0,9367,7098,7066,1598,1299
0,9558,0,14650,16955,7470
12197,18741,9589,11290,18935,6646
7596,0,17547,12455,7188,0
9347,1500,17572,28762,24322,6600
15542,7960,14038,0,7593,2000
16492,4799,10460,17708,19822,13885
16365,10767,0,12391,9975,13651
8676,7960,0,26865,15677,14342
14186,36420,500,9476,6585,597
9182,0,5379,16693,13759,9176
1500,0,16475,0,6196,2898
6647,0,0,14078,4898,3196
13995,4687,0,13294,4846,10892
6796,10494,4500,13769,3196,0
2397,18032,22068,7196,0,0
14860,2596,13266,16535,8587,17664
0,0,0,11962,0,799
5746,0,17162,0,11184,3796
0,0,5048,0,10357,3980
1197,199,14576,10176,15212,0
2896,8392,7990,9270,14544,8358
1597,8492,6992,6539,20564,0
11358,13167,0,1498,0,15287
2789,15433,1598,17350,17031,14693
16688,0,500,20812,0,0
0,3398,17556,8485,2596,4893
6941,4493,6294,13605,799,3695
18868,0,7786,1896,7088,0
0,6000,0,0,23348,7294
9356,12640,0,6528,8378,800
0,8542,6968,19555,1699,799
6567,9326,14110,16336,24227,5694
0,0,6548,3496,0,3897
5799,11866,9093,7024,0,1990
7099,28575,9290,1246,0,10215
0,0,11455,7779,2799,0
398,0,5492,2598,9736,0
0,0,10339,4396,0,12264
1000,0,19031,8646,9982,150
21930,0,0,0,0,0
8796,6942,12455,0,17857,4995
18144,597,13355,22247,6487,20970
3000,0,5897,0,6396,11578
398,6390,19965,17510,5547,13299
6689,0,12046,0,600,7750
1145,13554,398,0,6600,6196
597,15945,2598,5995,19436,2799
6295,3598,18043,450,0,8495
11558,5794,11399,3196,6995,0
5598,0,17655,15044,9244,1899
0,10990,0,500,5583,4598
2897,0,16045,0,10434,9995
5183,0,9696,3496,12656,2000
24606,12392,11676,9291,0,2195
19267,5042,7285,1796,6800,4494
0,14458,13753,0,0,7568
9593,8189,0,7593,0,15249
0,15751,10547,3598,11410,3643
649,12065,300,3980,0,10908
0,1990,0,0,8193,9746
12058,3980,7977,17156,1799,6597
3398,12159,11567,3897,8568,5237
3799,0,500,300,8397,14340
3940,7987,0,10588,8445,11374
24070,11038,0,4598,0,17434
5480,17397,11545,0,0,0
0,0,0,6420,7496,6600
21942,17188,13355,15185,2296,16575
14190,1990,10195,597,12578,21363
11394,14269,15867,12497,4897,19354
398,18572,3493,21753,14385,20692
2450,0,0,3938,2297,0
6790,799,5899,0,0,0
1598,4196,2799,6496,12632,13093
7017,10967,12480,6249,0,2397
12845,20456,398,13893,2250,0
1650,10952,26173,23243,20906,13948
12748,7387,0,0,12092,0
8392,0,8595,0,15584,300
1299,7692,1598,13507,4696,0
2000,18062,10500,1099,23557,0
8016,13478,0,8475,13167,14668
13145,7960,0,18112,0,7387
0,0,9950,3598,0,2596
500,12594,0,3996,8847,0
9316,11395,0,7450,6000,6695
10235,8098,3980,4480,5879,11364
0,9741,18384,5186,10898,12327
11979,1800,1990,0,0,11157
11093,0,9196,8065,5498,9132
2897,8990,2296,6992,29999,1399
12871,11686,6794,11368,5595,16954
5049,0,3994,16645,3349,6000
11743,10577,3500,0,9636,11693
4500,2100,10794,4799,10042,0
9086,13045,17493,0,12014,1999
3098,9756,0,2598,8000,6796
10117,4748,8568,8245,6985,5695
9356,14354,8906,10357,21676,8995
6186,3980,15555,2897,0,0
1797,12769,16277,6941,7696,7000
14564,0,4146,10176,21234,0
16887,0,1000,14568,5594,8046
11807,0,14404,1797,19658,1449
9626,11673,10260,5194,19309,19113
10500,9093,11477,8866,7176,799
5898,11766,7375,9817,0,0
26234,0,1000,14196,0,0
5196,0,13471,0,18405,10980
6793,8097,15926,16744,8985,0
7647,0,0,7797,11993,9286
4594,5846,11284,0,0,8947
0,14746,0,796,0,15952
0,2098,1100,10985,0,8296
21024,597,0,12944,2397,10960
10757,8759,8176,17356,24548,500
3898,0,2600,14602,3000,7687
12167,0,0,4394,12166,5196
2598,10093,1500,2048,5393,8042
6092,0,7470,12946,5793,0
5694,0,11555,0,6420,9895
8768,8385,11568,0,5196,0
0,11647,6450,6746,0,11358
4950,0,24584,12166,21456,8189
0,0,21657,5296,3897,5793
0,16527,15259,7415,10593,5087
5397,20016,6595,16833,29571,0
0,1649,11460,1597,2098,11033
0,8196,4547,4000,13676,0
19270,0,0,14897,150,8793
11796,0,7347,7143,8327,5592
0,7234,300,24468,11863,7297
14260,0,5480,0,25023,0
11593,19006,4500,5198,17955,12854
13145,10954,18351,9496,6275,0
2847,7960,0,4087,7630,11495
0,11794,2290,10292,8497,18708
0,10047,0,0,3796,0
7635,0,3796,9365,10897,4895
5096,8568,12784,24213,15924,8138
13496,0,7547,8685,16965,13690
0,16498,0,5980,6150,23738
2949,10900,0,10593,14771,6199
0,0,19053,0,12120,7393
7120,3548,4580,9558,8568,2140
8994,8080,17155,0,13584,7197
1597,2600,0,20138,12813,6766
4378,7877,4397,0,6486,7667
0,5598,7093,9369,16764,12382
6791,7796,11975,2592,3000,199
600,14073,0,19253,8422,0
500,13215,4492,0,500,0
0,10527,8068,17134,0,7797
1996,18986,13980,4480,8094,7593
0,5847,10846,0,14585,2299
3847,8266,600,14307,12660,25053
0,7545,4197,8746,12894,0
4776,9258,0,0,0,0
0,0,5196,10588,5598,15011
1000,14992,10495,3000,3392,13255
799,0,9970,4293,450,12164
30325,7044,8648,11259,0,10893
4588,848,4096,0,597,6186
1500,2394,6645,8994,16913,3980
0,0,0,18693,13885,0
7960,11970,8492,10872,8372,8972
20654,4397,6000,995,11156,9922
28812,12294,2500,4646,15513,4295
8696,5196,7291,12739,0,15080
0,0,3595,10047,1449,3698
10583,0,9088,10443,5970,0
12467,6500,6696,796,18349,0
22340,6640,10484,4895,12907,27730
0,0,0,7676,5490,0
8936,0,0,9093,5887,2296
12196,3796,3646,5440,6495,2994
0,21229,7483,0,19666,6880
2197,5887,12234,799,19082,10166
1598,13915,4491,0,0,0
3797,0,0,15650,17090,15571
0,7946,600,0,4888,0
0,14552,4087,0,8887,5179
9779,11368,0,9343,949,16152
0,1197,0,5995,24101,0
8998,0,9167,0,10196,16233
11392,0,8823,0,799,4500
13661,2597,17560,0,0,13589
19035,0,14964,7281,0,1299
4950,0,0,0,9397,0
9734,3980,0,2847,0,150
2296,6985,11855,0,5196,0
7960,2490,8192,20081,4246,0
6818,11365,0,0,12147,1446
0,1500,1896,17040,0,0
6495,7299,0,17151,0,2300
0,12593,0,4897,10412,7764
0,500,3897,11985,2598,0
13313,0,0,3980,12442,21035
23167,18250,13561,14751,4397,698
14129,3097,14696,0,0,0
9967,499,0,0,7781,6488
4142,11074,0,13789,0,21440
0,9843,16759,2897,0,1500
0,6374,9234,0,2994,5686
5196,10690,0,13704,4500,0
9734,16357,11647,0,5397,0
9140,3897,0,11378,0,0
16925,0,0,3545,17976,2397
5894,1644,7877,9098,13486,17357
0,16491,199,0,6484,6895
8493,5397,8228,12832,14647,0
19723,4795,8275,2388,16382,0
2394,8191,0,17012,11756,5177
16457,3196,15430,4696,0,4139
8260,14559,17554,12555,11836,1896
14255,12219,22947,15349,8480,9098
3994,0,12645,0,8266,0
10085,11483,1299,0,6699,16495
199,2000,8284,0,4397,0
14166,15490,13284,8460,13754,8260
12059,13543,0,11196,0,9739
9588,0,3596,5749,14563,450
7430,0,0,13960,12733,0
13186,9343,0,10993,14153,1598
17945,12270,12292,5596,4495,7776
8759,0,15176,13957,9751,7396
0,0,17844,19352,1396,199
8590,0,17672,15906,13181,6896
15651,5943,8989,6584,6279,8796
0,8043,0,16704,0,0
7095,7588,0,2000,11804,20556
10716,21039,11589,5397,20991,18153
8148,8966,3047,17990,20505,5199
1896,8477,3500,3686,14003,7190
0,0,0,9980,10125,11171
11387,0,7094,14420,18852,2598
0,0,796,7283,0,2095
4789,2000,9359,4898,2990,14356
0,12489,16668,10196,15355,10196
13152,7470,13122,0,17156,0
12647,0,10470,2296,9867,450
0,698,0,0,6169,27643
5992,11815,5993,13389,9167,10726
0,0,5686,0,0,3196
0,4598,0,8384,4800,11434
600,150,9248,11155,0,0
1000,0,0,4737,5746,12990
18882,0,3646,11995,0,10724
3496,4580,8000,19671,3089,6696
0,0,18288,8945,11962,13166
0,18687,7793,13291,11690,25456
0,0,22224,450,199,0
15249,7960,11466,0,4799,300
0,3897,0,1800,13929,0
6193,12166,11068,2500,11393,1096
12166,7186,2198,7897,0,0
8397,10265,7346,3000,1500,6766
0,12877,8729,1597,0,12653
1500,0,22756,0,6992,15814
3599,3000,8698,9377,10475,11347
8970,300,1896,10985,15429,4595
6779,11839,16383,150,14869,0
0,3637,11693,0,6818,3548
